2017-04-16,1492272000,,,
B2402442,P001,911,0000,2
B2402442,P002,911,0000,2.5
B2402442,P003,911,0000,0.8
L0056153,P001,911,0000,0
L0056153,P002,911,0000,0
L0200633,P001,911,0000,5.3
L0200633,P007,911,0000,3.3
L0200633,P008,911,0000,1.4
L0200633,P009,911,0000,3.1
L0200633,PE01,911,0000,6.2
L0200633,PJ07,911,0000,1.8
L0200633,PL07,911,0000,6.8
L0200633,PM01,911,0000,4.3
L0200633,PP01,911,0000,0
L0200633,PQ01,911,0000,4
L9200728,P002,911,0000,1.8
L9200728,P014,911,0000,2.2
L9201289,P001,911,0000,1.3
L9201289,P001,922,0000,2
L9201289,P001,923,0000,93
L9201289,P001,924,0000,0
L9201289,P001,926,0000,19
L9201289,P001,936,0000,11.5
L9201289,P002,911,0000,1.6
L9201289,P002,922,0000,2
L9201289,P002,923,0000,94
L9201289,P002,924,0000,0
L9201289,P002,926,0000,20
L9201289,P002,936,0000,8.8
L9201289,P001,911,0006,1.4
L9201289,P002,911,0006,1.6
