2015-01-19,1421596800,,,
S2300401,P011,911,0024,9,10
S1602755,P101,911,0000,5,10
S1602755,P201,911,0000,6,10
S1602755,P301,911,0000,6,10
S1900587,P001,911,0006,0,00
S1900587,P005,911,0006,0,00
S2300438,P001,911,0000,4,10
E4900744,P001,911,0000,11,10
E4900744,P002,911,0000,4,10
E4900744,P023,911,0000,0,00
E5600789,P001,911,0000,3,10
E5601197,P002,911,0000,3,10
E5601197,P003,911,0000,3,10
E5002890,P001,911,0000,0,00
E5002890,P002,911,0000,5,10
E5002890,P003,911,0000,6,10
E5600869,P001,911,0000,4,10
E5600841,P001,911,0000,5,10
E5600841,P002,911,0000,5,10
E5600841,P003,911,0000,9,10
E5600841,P004,911,0000,6,10
E5600841,P005,911,0000,7,10
E5600841,P006,911,0000,0,00
E5600841,P007,911,0000,6,10
E5600841,P008,911,0000,7,10
E5600841,P009,911,0000,9,10
E5600841,P010,911,0000,7,10
E5600841,PC23,911,0000,8,10
E5600841,PC83,911,0000,14,10
E5600841,PPB1,911,0000,7,10
E5600841,PPC1,911,0000,5,10
E5600841,PR54,911,0000,2,10
E5600841,PR61,911,0000,3,10
E5600841,PR62,911,0000,4,10
E5600841,PS11,911,0000,10,10
E5600841,PS12,911,0000,8,10
E5600841,PS31,911,0000,10,10
E5600841,PS32,911,0000,4,10
E5600841,PS51,911,0000,10,10
E5600841,PS52,911,0000,11,10
E5600841,PS71,911,0000,11,10
E5600841,PS72,911,0000,4,10
S1901066,P004,911,0000,6,10
E4900333,P001,911,0000,9,10
E4900333,P002,911,0000,0,32
E4900333,P003,911,0000,0,00
E4900333,P103,911,0000,0,32
E4900333,P021,911,0000,6,10
E4900333,P105,911,0000,9,10
S1900685,P002,911,0000,10,10
S1900685,P421,911,0000,12,10
S1900685,P411,911,0000,4,10
S1602755,P101,911,0006,5,10
S1602755,P201,911,0006,6,10
S1602755,P301,911,0006,6,10
S2300438,P001,911,0006,4,10
E4900744,P001,911,0006,10,10
E4900744,P002,911,0006,4,10
E4900744,P023,911,0006,0,00
E5600789,P001,911,0006,3,10
E5601197,P002,911,0006,3,10
E5601197,P003,911,0006,3,10
E5002890,P001,911,0006,0,00
E5002890,P002,911,0006,5,10
E5002890,P003,911,0006,6,10
E5600869,P001,911,0006,4,10
S1602755,P101,922,0000,2,10
S1602755,P201,922,0000,4,10
S1602755,P301,922,0000,2,10
S1602755,P101,923,0000,84,10
S1602755,P201,923,0000,68,10
S1602755,P301,923,0000,79,10
S1602755,P101,924,0000,2,10
S1602755,P201,924,0000,4,10
S1602755,P301,924,0000,8,10
S1602755,P101,926,0000,6,10
S1602755,P201,926,0000,9,10
S1602755,P301,926,0000,14,10
S1602755,P101,936,0000,10,10
S1602755,P201,936,0000,10,10
S1602755,P301,936,0000,12,10
E5600841,P001,911,0006,5,10
E5600841,P002,911,0006,5,10
E5600841,P003,911,0006,9,10
E5600841,P004,911,0006,6,10
E5600841,P005,911,0006,7,10
E5600841,P006,911,0006,0,00
E5600841,P007,911,0006,6,10
E5600841,P008,911,0006,8,10
E5600841,P009,911,0006,9,10
E5600841,P010,911,0006,7,10
E5600841,PC23,911,0006,8,10
E5600841,PC83,911,0006,14,10
E5600841,PPB1,911,0006,7,10
E5600841,PPC1,911,0006,5,10
E5600841,PR54,911,0006,2,10
E5600841,PR61,911,0006,4,10
E5600841,PR62,911,0006,4,10
E5600841,PS11,911,0006,10,10
E5600841,PS12,911,0006,9,10
E5600841,PS31,911,0006,10,10
E5600841,PS32,911,0006,4,10
E5600841,PS51,911,0006,13,10
E5600841,PS52,911,0006,11,10
E5600841,PS71,911,0006,12,10
E5600841,PS72,911,0006,4,10
S2300438,P001,922,0000,0,10
S2300438,P001,923,0000,65,10
S2300438,P001,936,0000,9,10
S1901066,P004,911,0006,6,10
E4900333,P001,911,0006,9,10
E4900333,P002,911,0006,0,00
E4900333,P003,911,0006,0,00
E4900333,P103,911,0006,0,32
E4900333,P021,911,0006,6,10
E4900333,P105,911,0006,9,10
S1900685,P002,911,0006,10,10
S1900685,P421,911,0006,12,10
S1900685,P411,911,0006,4,10
E4900744,P001,923,0000,309,10
E4900744,P023,923,0000,0,00
E4900744,P001,936,0000,12,10
E4900744,P023,936,0000,0,00
E5002890,P001,922,0000,0,00
E5002890,P002,922,0000,5,10
E5002890,P003,922,0000,0,10
E5002890,P001,923,0000,0,00
E5002890,P002,923,0000,141,10
E5002890,P003,923,0000,108,10
E5002890,P001,924,0000,0,00
E5002890,P002,924,0000,1,10
E5002890,P003,924,0000,0,10
E5002890,P001,926,0000,0,00
E5002890,P002,926,0000,10,10
E5002890,P003,926,0000,19,10
E5002890,P001,936,0000,0,00
E5002890,P002,936,0000,7,10
E5002890,P003,936,0000,8,10
E5600869,P001,922,0000,137,10
E5600869,P001,923,0000,121,10
E5600869,P001,936,0000,6,10
S1602755,P101,911,0012,5,10
S1602755,P201,911,0012,6,10
S1602755,P301,911,0012,6,10
S1900587,P001,911,0012,0,00
S1900587,P005,911,0012,0,00
E5600056,P004,922,0015,0,00
E5600056,P004,923,0015,0,00
E5600056,P004,924,0015,0,00
E5600056,P004,936,0015,0,00
E5600056,P006,922,0015,0,10
E5600056,P006,923,0015,103,10
E5600056,P006,924,0015,0,10
E5600056,P006,936,0015,5,10
E5600056,P007,922,0015,0,00
E5600056,P007,923,0015,0,00
E5600056,P007,924,0015,0,00
E5600056,P007,936,0015,0,00
E5600056,P008,922,0015,0,10
E5600056,P008,923,0015,0,10
E5600056,P008,924,0015,0,10
E5600056,P008,936,0015,20,10
E5600056,P016,922,0015,0,10
E5600056,P016,923,0015,49,10
E5600056,P016,936,0015,12,10
E5600056,P017,922,0015,0,00
E5600056,P017,923,0015,0,00
E5600056,P017,924,0015,0,00
E5600056,P017,936,0015,0,00
E5600056,P018,922,0015,1,10
E5600056,P018,923,0015,27,10
E5600056,P018,924,0015,0,10
E5600056,P018,936,0015,4,10
E5600056,P021,922,0015,0,10
E5600056,P021,923,0015,44,10
E5600056,P021,924,0015,0,10
E5600056,P021,936,0015,4,10
E5600056,P024,922,0015,3,10
E5600056,P024,923,0015,31,10
E5600056,P024,924,0015,1,10
E5600056,P024,936,0015,6,10
E5600056,P034,922,0015,0,00
E5600056,P034,923,0015,0,00
E5600056,P034,936,0015,0,00
E5600841,P001,923,0000,15,10
E5600841,P001,936,0000,7,10
E5600841,P001,922,0000,19,10
E5600841,P002,923,0000,23,10
E5600841,P002,936,0000,4,10
E5600841,P002,922,0000,19,10
E5600841,P003,923,0000,9,10
E5600841,P003,936,0000,6,10
E5600841,P003,922,0000,24,10
E5600841,P004,923,0000,15,10
E5600841,P004,936,0000,5,10
E5600841,P004,922,0000,20,10
E5600841,P005,923,0000,18,10
E5600841,P005,936,0000,4,10
E5600841,P005,922,0000,20,10
E5600841,P006,923,0000,0,00
E5600841,P006,936,0000,0,00
E5600841,P006,922,0000,0,00
E5600841,P007,923,0000,69,10
E5600841,P007,936,0000,7,10
E5600841,P007,922,0000,93,10
E5600841,P008,923,0000,39,10
E5600841,P008,936,0000,8,10
E5600841,P008,922,0000,15,10
E5600841,P009,923,0000,43,10
E5600841,P009,936,0000,7,10
E5600841,P009,922,0000,32,10
E5600841,P010,923,0000,35,10
E5600841,P010,936,0000,7,10
E5600841,P010,922,0000,22,10
E5600841,PC23,923,0000,79,10
E5600841,PC23,936,0000,9,10
E5600841,PC23,922,0000,14,10
E5600841,PC83,923,0000,71,10
E5600841,PC83,936,0000,8,10
E5600841,PC83,922,0000,19,10
E5600841,PPB1,923,0000,11,10
E5600841,PPB1,936,0000,7,10
E5600841,PPB1,922,0000,21,10
E5600841,PPC1,923,0000,20,10
E5600841,PPC1,936,0000,3,10
E5600841,PPC1,922,0000,20,10
E5600841,PR54,923,0000,98,10
E5600841,PR54,936,0000,7,10
E5600841,PR54,922,0000,38,10
E5600841,PR61,923,0000,59,10
E5600841,PR61,936,0000,4,10
E5600841,PR61,922,0000,42,10
E5600841,PR62,923,0000,51,10
E5600841,PR62,936,0000,4,10
E5600841,PR62,922,0000,22,10
E5600841,PS11,923,0000,25,10
E5600841,PS11,936,0000,11,10
E5600841,PS11,922,0000,67,10
E5600841,PS31,923,0000,60,10
E5600841,PS31,936,0000,12,10
E5600841,PS31,922,0000,69,10
E5600841,PS51,923,0000,39,10
E5600841,PS51,936,0000,11,10
E5600841,PS51,922,0000,13,10
E5600841,PS71,923,0000,46,10
E5600841,PS71,936,0000,11,10
E5600841,PS71,922,0000,24,10
S1900685,P421,922,0000,15,10
S1900685,P421,923,0000,71,10
S1900685,P421,936,0000,5,10
S1900685,P411,922,0000,47,10
S1900685,P411,923,0000,70,10
S1900685,P411,936,0000,12,10
S1901066,P004,922,0000,227,10
S1901066,P004,923,0000,170,10
S1901066,P004,924,0000,0,10
S1901066,P004,936,0000,5,10
S1901066,P004,937,0000,11,10
E5400878,P010,911,0000,2,10
S2300438,P001,911,0012,4,10
E4900744,P001,911,0012,10,10
E4900744,P002,911,0012,4,10
E4900744,P023,911,0012,0,00
E5600789,P001,911,0012,3,10
E5601197,P002,911,0012,3,10
E5601197,P003,911,0012,3,10
E5002890,P001,911,0012,0,00
E5002890,P002,911,0012,5,10
E5002890,P003,911,0012,6,10
E5600869,P001,911,0012,4,10
E5600896,P004,911,0000,0,00
E5600896,P005,911,0000,0,00
E5600896,P007,911,0000,5,10
E5600896,P008,911,0000,5,10
S2201109,P711,911,0006,14,10
S2201109,P731,911,0006,16,10
S2201109,P741,911,0006,17,10
S2201109,P751,911,0006,16,10
E4900333,P001,922,0000,1,10
E4900333,P002,922,0000,0,00
E4900333,P003,922,0000,0,00
E4900333,P103,922,0000,0,32
E4900333,P021,922,0000,0,10
E4900333,P105,922,0000,91,10
E4900333,P001,923,0000,89,10
E4900333,P002,923,0000,0,00
E4900333,P003,923,0000,0,00
E4900333,P103,923,0000,0,32
